Model ID,Performance,Performance Bin,Length Width Ratio,Length Width Bin,Display Ratio,Display Ratio Bin
1799,0.37656697733333300,High Performance,1.9726724673187700,Vertical Screen,2.4661654092991700,Vertical Display
1798,0.11264433333333300,Low Performance,2.8293316393042500,Vertical Screen,2.510204088804670,Vertical Display
1797,0.11264433333333300,Low Performance,2.8293316393042500,Vertical Screen,2.510204088804670,Vertical Display
1806,0.16833639533333300,Medium Performance,2.36793635173017,Vertical Screen,2.510204088804670,Vertical Display
1831,0.17716489000000000,Medium Performance,1.6953822342790600,Vertical Screen,2.510204088804670,Vertical Display
1830,0.39353925866666700,High Performance,1.7903212414692100,Vertical Screen,2.4661654092991700,Vertical Display
1829,0.22251890466666700,Medium Performance,1.881070941500760,Vertical Screen,1.5974026045183,Vertical Display
1828,0.16833639533333300,Medium Performance,1.756827138799820,Vertical Screen,2.510204088804670,Vertical Display
1827,0.19356716,Medium Performance,2.0603329461136500,Vertical Screen,2.8534798549701300,Vertical Display
1825,0.277464015,Medium Performance,1.8485697185909900,Vertical Screen,2.6395676627692200,Vertical Display
1826,0.19356716,Medium Performance,2.0603329461136500,Vertical Screen,2.8534798549701300,Vertical Display
1823,0.17233822033333300,Medium Performance,2.385362434239940,Vertical Screen,2.510204088804670,Vertical Display
1822,0.17233822033333300,Medium Performance,2.385362434239940,Vertical Screen,2.510204088804670,Vertical Display
1821,0.17233822033333300,Medium Performance,2.385362434239940,Vertical Screen,2.510204088804670,Vertical Display
1820,0.20361991633333300,Medium Performance,1.8775614742285400,Vertical Screen,2.4848484909476600,Vertical Display
1819,0.310203382,High Performance,1.9541222414994900,Vertical Screen,2.4661654092991700,Vertical Display
1818,0.2617384616666670,Medium Performance,1.896901166998920,Vertical Screen,2.4661654092991700,Vertical Display
1824,0.17233822033333300,Medium Performance,2.385362434239940,Vertical Screen,2.510204088804670,Vertical Display
1849,0.19039240333333300,Medium Performance,1.920145340448610,Vertical Screen,2.0411255533238900,Vertical Display
1860,0.21562539066666700,Medium Performance,1.9678934560747400,Vertical Screen,2.4848484909476600,Vertical Display
1850,0.2460822423333330,Medium Performance,2.7952572955823100,Vertical Screen,1.9523809514561400,Vertical Display
1851,0.2460822423333330,Medium Performance,2.425769262528540,Vertical Screen,1.9523809514561400,Vertical Display
1852,0.2460822423333330,Medium Performance,2.425769262528540,Vertical Screen,1.9523809514561400,Vertical Display
1853,0.17233822033333300,Medium Performance,1.6759706613587400,Vertical Screen,2.510204088804670,Vertical Display
1856,0.18917036433333300,Medium Performance,1.1740154466185,Vertical Screen,2.510204088804670,Vertical Display
1855,0.364995065,High Performance,1.86094589096481,Vertical Screen,2.6395676627692200,Vertical Display
1857,0.18917036433333300,Medium Performance,1.3534948634421000,Vertical Screen,2.510204088804670,Vertical Display
1858,0.38731744733333300,High Performance,1.8123899220278200,Vertical Screen,2.4661654092991700,Vertical Display
1859,0.33523252433333300,High Performance,1.8680947835032400,Vertical Screen,2.4661654092991700,Vertical Display
1848,0.1935504856666670,Medium Performance,2.092742676553780,Vertical Screen,2.8534798549701300,Vertical Display
1854,0.2620895416666670,Medium Performance,1.914700049151280,Vertical Screen,2.8534798549701300,Vertical Display
1847,0.19356716,Medium Performance,2.0603329461136500,Vertical Screen,2.8534798549701300,Vertical Display
1842,0.20361991633333300,Medium Performance,1.8775614742285400,Vertical Screen,2.4848484909476600,Vertical Display
1845,0.20361991633333300,Medium Performance,1.9035314864569400,Vertical Screen,2.4848484909476600,Vertical Display
1846,0.21562539066666700,Medium Performance,1.8327756122372400,Vertical Screen,2.4848484909476600,Vertical Display
1832,0.15848970733333300,Medium Performance,1.7234037933567800,Vertical Screen,2.510204088804670,Vertical Display
1833,0.19039240333333300,Medium Performance,1.8891752517528200,Vertical Screen,3.2074830072424700,Vertical Display
1835,0.19317218933333300,Medium Performance,2.177467264220070,Vertical Screen,2.510204088804670,Vertical Display
1836,0.2460822423333330,Medium Performance,2.177467264220070,Vertical Screen,1.9523809514561400,Vertical Display
1837,0.2460822423333330,Medium Performance,2.177467264220070,Vertical Screen,1.9523809514561400,Vertical Display
1834,0.19317218933333300,Medium Performance,2.177467264220070,Vertical Screen,2.510204088804670,Vertical Display
1840,0.37656697733333300,High Performance,1.9726724673187700,Vertical Screen,2.4661654092991700,Vertical Display
1841,0.139147554,Medium Performance,1.7033547346914400,Vertical Screen,2.510204088804670,Vertical Display
1843,0.19039240333333300,Medium Performance,1.947219405138770,Vertical Screen,3.2074830072424700,Vertical Display
1844,0.20361991633333300,Medium Performance,1.905825839058600,Vertical Screen,2.4848484909476600,Vertical Display
1838,0.139147554,Medium Performance,1.7033547346914400,Vertical Screen,2.510204088804670,Vertical Display
1885,0.18945787866666700,Medium Performance,1.6992879578791800,Vertical Screen,0.8460317412158730,Horizantal Display
1880,0.19356716,Medium Performance,2.0898075584984200,Vertical Screen,2.8534798549701300,Vertical Display
1881,0.364995065,High Performance,1.86094589096481,Vertical Screen,2.6395676627692200,Vertical Display
1882,0.2023978776666670,Medium Performance,1.920145340448610,Vertical Screen,2.0411255533238900,Vertical Display
1883,0.25729332900000000,Medium Performance,1.4584623009447300,Vertical Screen,2.4848484909476600,Vertical Display
1884,0.159110707,Medium Performance,1.6992879578791800,Vertical Screen,0.8460317412158730,Horizantal Display
1886,0.18945787866666700,Medium Performance,1.6992879578791800,Vertical Screen,0.8460317412158730,Horizantal Display
1892,0.3769004626666670,High Performance,2.0124542464778800,Vertical Screen,2.4661654092991700,Vertical Display
1888,0.166280643,Medium Performance,1.9091466295464500,Vertical Screen,1.1536796557127100,Vertical Display
1889,0.25652996933333300,Medium Performance,1.9289473627763400,Vertical Screen,2.4661654092991700,Vertical Display
1893,0.18556573366666700,Medium Performance,1.8735237035214300,Vertical Screen,3.2074830072424700,Vertical Display
1890,0.3769004626666670,High Performance,1.8428502573208800,Vertical Screen,2.4661654092991700,Vertical Display
